Rank,Team,2024,Last 3,Last 1,Home,Away,2023
67,Delaware,54.1%,52.6%,48.6%,55.6%,53.1%,53.2%
68,FGCU,54.1%,51.6%,48.6%,53.7%,54.4%,50.8%
69,N Florida,54.0%,50.0%,57.7%,53.4%,54.5%,53.3%
70,Samford,54.0%,55.2%,55.3%,52.7%,55.1%,55.0%
71,Purdue FW,54.0%,49.5%,42.9%,56.4%,52.3%,53.1%
72,Ohio,53.9%,51.2%,50.0%,55.9%,52.4%,51.9%
73,Miami OH,53.9%,46.3%,48.1%,54.2%,53.7%,48.6%
74,Utah,53.9%,46.5%,54.8%,56.3%,50.5%,53.6%
75,Columbia,53.9%,56.3%,61.5%,55.5%,52.1%,50.2%
76,Bellarmine,53.9%,56.3%,58.6%,55.0%,52.9%,48.3%
77,Troy,53.9%,55.6%,53.5%,57.7%,51.3%,48.2%
78,Montana St,53.8%,60.0%,29.0%,59.1%,50.6%,53.6%
78,Georgia,53.8%,52.0%,51.4%,57.4%,49.3%,48.8%
80,UMBC,53.8%,44.1%,40.9%,52.4%,55.0%,52.6%
81,Florida Atlantic,53.8%,50.5%,44.4%,52.1%,54.8%,56.0%
82,NC Wilmington,53.8%,53.4%,58.8%,54.8%,52.8%,52.1%
83,SMU,53.7%,52.4%,51.2%,54.7%,52.7%,50.3%
84,C Connecticut,53.7%,48.0%,35.9%,52.0%,55.1%,50.8%
85,Vanderbilt,53.6%,46.2%,53.8%,55.9%,50.9%,47.3%
86,Michigan St,53.6%,45.9%,42.5%,56.1%,51.2%,50.4%
86,S Alabama,53.6%,53.6%,48.9%,56.7%,50.8%,50.0%
88,Louisiana Tech,53.5%,46.4%,54.7%,51.7%,54.7%,49.0%
89,Yale,53.4%,48.1%,46.2%,54.5%,52.7%,51.9%
90,Kansas,53.4%,46.9%,39.4%,58.1%,48.5%,54.7%
91,Rhode Island,53.3%,48.3%,36.6%,56.1%,50.2%,51.1%
92,DePaul,53.3%,56.3%,50.0%,53.6%,53.0%,47.0%
93,Middle Tenn,53.3%,58.7%,64.4%,54.8%,52.2%,45.6%
94,Nebraska,53.3%,52.4%,44.4%,52.3%,54.4%,52.8%
95,Davidson,53.3%,56.8%,52.9%,53.6%,53.0%,50.8%
96,Grand Canyon,53.2%,61.7%,59.5%,53.5%,52.9%,52.1%
97,Oakland,53.2%,55.0%,54.8%,55.9%,51.7%,51.0%
98,Le Moyne,53.2%,51.8%,62.9%,50.6%,54.8%,49.2%
99,G Washington,53.2%,56.5%,44.4%,56.8%,49.7%,49.9%
100,Furman,53.2%,56.9%,60.9%,51.9%,54.2%,54.3%
101,McNeese,53.2%,52.0%,54.8%,51.6%,54.5%,52.2%
102,Gardner-Webb,53.1%,48.8%,45.5%,53.7%,52.9%,47.5%
103,Milwaukee,53.1%,59.3%,63.9%,56.6%,49.9%,52.7%
104,Saint Joseph's,53.1%,42.6%,46.7%,57.4%,49.3%,53.0%
105,UCLA,53.1%,54.1%,34.2%,57.1%,47.9%,45.3%
106,SC Upstate,53.1%,47.4%,48.6%,56.0%,51.4%,50.2%
107,Hawai'i,53.1%,52.1%,46.4%,54.3%,51.0%,53.8%
108,Texas A&M-CC,53.0%,59.8%,48.3%,56.2%,50.5%,47.3%
109,Oregon,53.0%,59.4%,61.8%,53.8%,52.3%,52.6%
110,Loyola Chi,53.0%,47.6%,34.9%,56.0%,49.9%,51.0%
111,Wake Forest,52.9%,39.5%,47.5%,55.7%,50.4%,54.0%
112,Belmont,52.9%,50.5%,54.2%,54.8%,50.9%,54.5%
113,Tulane,52.9%,54.6%,58.1%,53.7%,52.3%,54.5%
114,Maryland,52.7%,43.5%,50.0%,55.8%,48.9%,48.8%
115,Cincinnati,52.6%,50.4%,35.7%,54.9%,50.2%,50.8%
116,Queens,52.6%,45.8%,43.8%,54.6%,51.4%,50.1%
117,St Francis PA,52.6%,50.0%,53.8%,55.5%,51.0%,45.8%
118,Indiana,52.6%,40.9%,39.6%,55.6%,48.7%,53.4%
119,AR-Pine Bluff,52.6%,56.3%,55.6%,50.3%,53.7%,48.4%
120,Howard,52.6%,46.0%,45.2%,55.8%,50.9%,49.1%
121,Ohio St,52.6%,55.9%,54.1%,57.5%,46.7%,50.6%
122,Tennessee St,52.5%,51.4%,54.1%,54.1%,51.5%,49.8%
123,Omaha,52.5%,60.4%,55.9%,55.2%,51.1%,50.5%
124,E Washington,52.5%,49.1%,35.9%,56.0%,50.2%,58.7%
125,Pittsburgh,52.4%,50.0%,47.2%,57.1%,47.4%,50.0%
126,NC Asheville,52.4%,61.0%,50.0%,55.6%,50.6%,50.5%
127,UCSB,52.4%,46.1%,40.0%,55.4%,49.7%,53.4%
128,E Michigan,52.4%,51.9%,42.1%,54.6%,50.6%,48.7%
129,Florida St,52.3%,47.0%,45.2%,55.6%,49.4%,51.5%
130,Clemson,52.3%,50.0%,41.5%,54.6%,50.0%,54.7%
131,Longwood,52.3%,48.7%,41.5%,53.9%,51.2%,48.7%
132,Harvard,52.2%,47.3%,46.3%,52.6%,52.0%,49.9%
133,Green Bay,52.2%,48.1%,46.5%,52.5%,51.9%,53.7%
134,Kennesaw St,52.2%,49.4%,52.9%,55.5%,49.7%,53.0%
135,Youngstown St,52.1%,47.2%,47.1%,56.3%,49.4%,52.2%
136,Brown,52.1%,47.5%,37.9%,54.8%,49.7%,49.2%
137,Dayton,52.1%,45.7%,39.5%,54.5%,49.4%,53.4%
138,Army,52.1%,45.8%,48.7%,52.8%,51.4%,46.5%
139,Georgetown,52.1%,47.2%,50.0%,52.7%,51.1%,46.3%
140,Memphis,52.0%,49.3%,47.3%,54.1%,50.4%,52.9%
141,Drexel,51.9%,48.6%,50.0%,49.1%,54.0%,50.3%
142,Syracuse,51.9%,53.5%,38.7%,52.7%,50.9%,51.9%
143,Colorado,51.9%,46.1%,48.6%,53.1%,50.6%,54.0%
144,Saint Mary's,51.8%,52.6%,55.6%,52.9%,50.8%,52.7%
145,Kansas St,51.8%,55.0%,56.3%,51.7%,51.9%,51.9%
146,Texas,51.8%,50.8%,55.3%,54.6%,48.7%,53.0%
147,Charleston,51.8%,49.5%,25.0%,52.0%,51.6%,52.5%
148,Niagara,51.8%,51.1%,48.3%,56.0%,48.9%,51.2%
149,South Dakota,51.7%,46.0%,38.2%,54.4%,49.6%,49.6%
150,Butler,51.7%,49.1%,40.0%,52.6%,50.8%,51.5%
151,Portland St,51.7%,46.4%,55.2%,51.1%,52.0%,45.6%
152,Marist,51.5%,42.9%,43.6%,53.9%,49.1%,49.3%
153,Tulsa,51.5%,55.6%,42.1%,54.7%,48.7%,51.6%
154,San Diego St,51.5%,53.5%,48.4%,53.1%,50.2%,51.5%
155,St Bonaventure,51.5%,41.8%,38.2%,52.1%,51.1%,50.8%
156,Idaho,51.5%,49.4%,41.4%,49.4%,52.7%,50.2%
157,Evansville,51.5%,50.0%,40.0%,53.4%,49.8%,49.9%
158,CS Northridge,51.5%,44.7%,52.5%,51.9%,51.2%,50.3%
159,St John's,51.5%,50.7%,52.9%,52.3%,50.5%,50.8%
160,Campbell,51.5%,49.1%,50.0%,53.1%,50.6%,52.0%
161,Bryant,51.5%,55.6%,57.8%,54.4%,49.4%,51.8%
162,N Alabama,51.5%,45.5%,38.0%,55.6%,47.5%,47.9%
163,Utah Valley,51.4%,53.3%,46.2%,53.2%,50.6%,48.9%
164,Northeastern,51.3%,47.0%,48.8%,50.3%,52.1%,53.3%
165,Xavier,51.3%,55.6%,55.9%,53.6%,48.8%,48.1%
166,Rutgers,51.3%,53.1%,57.4%,50.3%,52.3%,43.7%
167,Buffalo,51.3%,55.9%,47.1%,52.1%,50.6%,51.5%
168,Baylor,51.2%,48.2%,52.3%,54.8%,48.2%,53.5%
169,C Michigan,51.2%,51.2%,42.6%,51.7%,50.8%,47.7%
170,S Florida,51.1%,41.6%,38.8%,53.1%,49.5%,49.5%
171,Weber St,51.1%,48.0%,35.1%,49.9%,52.0%,54.0%
172,E Texas A&M,51.1%,50.5%,46.4%,51.2%,51.1%,47.6%
173,Villanova,51.1%,46.5%,30.8%,54.3%,47.7%,50.5%
174,SE Missouri St,51.1%,40.9%,38.9%,56.2%,47.7%,45.1%
175,American,51.1%,53.7%,59.3%,52.2%,50.1%,52.8%
176,Illinois Chicago,51.1%,42.7%,32.4%,49.8%,52.1%,48.4%
177,Providence,51.1%,51.8%,50.0%,55.2%,47.2%,53.7%
178,Ball St,51.0%,46.1%,50.0%,53.2%,49.1%,48.7%
179,S Illinois,51.0%,54.8%,51.9%,52.2%,50.1%,53.4%
180,Mississippi,51.0%,46.1%,53.3%,52.6%,49.6%,49.2%
181,UC Irvine,51.0%,56.6%,42.9%,49.6%,51.6%,51.6%
182,Marshall,51.0%,40.7%,40.5%,52.2%,49.8%,47.1%
183,Arkansas St,50.9%,51.0%,61.5%,52.4%,49.7%,51.4%
184,West Virginia,50.9%,50.5%,46.9%,52.6%,49.1%,47.8%
185,Florida A&M,50.8%,57.3%,44.1%,54.3%,49.1%,46.0%
186,Elon,50.8%,53.3%,54.8%,51.2%,50.6%,48.8%
187,Notre Dame,50.8%,46.5%,33.3%,54.9%,47.1%,47.5%
188,Minnesota,50.7%,45.9%,41.9%,51.1%,50.2%,54.6%
189,Robert Morris,50.7%,49.5%,45.0%,53.6%,47.9%,50.0%
190,George Mason,50.7%,47.6%,28.6%,54.6%,46.6%,52.3%
191,Loyola MD,50.7%,51.0%,41.0%,52.9%,48.9%,46.1%
192,Charleston So,50.7%,49.5%,53.1%,49.7%,51.1%,44.1%
193,Boston U,50.7%,51.4%,51.3%,55.7%,45.9%,46.7%
194,Quinnipiac,50.7%,49.5%,50.0%,55.2%,47.5%,49.6%
195,Binghamton,50.6%,50.0%,48.6%,52.2%,49.8%,51.4%
196,Maine,50.6%,48.8%,42.0%,55.1%,48.4%,49.2%
197,UT Arlington,50.6%,51.9%,48.4%,53.0%,49.3%,51.3%
198,New Mexico,50.6%,46.8%,42.2%,51.3%,50.0%,51.1%
199,Loyola Mymt,50.6%,52.8%,53.6%,51.1%,50.1%,49.2%
200,Toledo,50.6%,56.7%,57.1%,52.6%,49.4%,51.8%
201,Air Force,50.5%,53.4%,47.4%,49.8%,51.3%,53.6%
202,Denver,50.5%,47.1%,51.5%,51.3%,50.1%,51.2%
203,UAB,50.5%,49.6%,40.5%,53.2%,47.4%,50.2%
204,N Texas,50.5%,45.1%,36.4%,55.1%,46.9%,47.1%
205,Kent St,50.5%,48.7%,51.3%,53.8%,48.4%,48.5%
206,Virginia Tech,50.3%,51.6%,63.6%,51.1%,49.4%,54.8%
207,N Kentucky,50.3%,50.5%,32.4%,51.8%,48.9%,52.2%
208,Pacific,50.3%,49.1%,50.0%,51.2%,49.7%,46.0%
209,Sacred Heart,50.3%,47.3%,37.5%,53.0%,48.6%,50.2%
210,North Dakota,50.3%,55.0%,61.1%,51.7%,49.3%,51.4%
211,Manhattan,50.3%,49.0%,45.5%,51.2%,49.5%,47.4%
212,VMI,50.3%,62.2%,58.3%,50.0%,50.4%,46.7%
213,Albany,50.2%,42.6%,45.9%,50.7%,49.9%,51.0%
214,S Carolina St,50.2%,42.5%,37.1%,58.0%,46.9%,44.5%
215,Stetson,50.2%,57.1%,45.5%,52.4%,48.8%,52.1%
216,C Arkansas,50.2%,63.6%,55.6%,53.3%,47.8%,45.2%
217,Mt St Mary's,50.1%,40.8%,50.0%,54.2%,47.5%,53.3%
218,Washington,50.1%,45.7%,47.6%,53.1%,46.1%,53.8%
219,Princeton,50.1%,62.9%,54.5%,51.2%,49.3%,56.5%
220,J Madison,50.0%,45.8%,37.1%,50.9%,49.4%,53.9%
221,Virginia,49.9%,46.5%,36.4%,50.1%,49.8%,46.2%
222,Wichita St,49.9%,43.0%,45.1%,51.4%,48.5%,49.9%
223,Stanford,49.9%,44.7%,50.0%,53.8%,45.5%,53.6%
224,Penn,49.9%,55.2%,55.3%,52.1%,47.8%,51.2%
225,NC Central,49.9%,54.2%,51.4%,53.9%,47.9%,49.8%
226,Radford,49.9%,56.2%,71.0%,52.8%,48.4%,49.4%
227,Portland,49.8%,51.9%,48.3%,49.2%,50.4%,49.9%
228,Georgia St,49.8%,53.7%,48.8%,52.1%,48.0%,48.6%
229,Mercer,49.8%,44.1%,45.7%,50.9%,49.3%,48.9%
230,Southern Miss,49.8%,42.9%,43.9%,51.9%,48.2%,47.2%
231,South Carolina,49.8%,42.4%,41.7%,50.9%,48.3%,50.9%
232,Arizona St,49.8%,45.6%,47.1%,49.9%,49.8%,48.6%
233,Georgia So,49.8%,55.6%,48.5%,49.1%,50.2%,49.2%
234,Dartmouth,49.8%,52.0%,51.4%,51.8%,48.2%,48.4%
235,Northwestern,49.7%,49.5%,44.1%,50.0%,49.4%,49.2%
236,Richmond,49.7%,47.7%,45.2%,52.3%,47.4%,51.8%
237,Incarnate Word,49.7%,43.0%,48.9%,51.6%,48.4%,48.3%
238,Presbyterian,49.7%,47.9%,43.8%,53.3%,47.9%,52.2%
239,Lafayette,49.7%,54.6%,59.3%,48.1%,51.1%,47.0%
240,F Dickinson,49.7%,55.9%,55.6%,50.4%,49.2%,46.7%
241,UNLV,49.6%,45.5%,28.6%,50.1%,49.0%,52.3%
242,Charlotte,49.6%,51.3%,44.8%,47.9%,51.1%,53.2%
243,Holy Cross,49.6%,48.0%,45.7%,52.2%,48.0%,48.7%
244,Cleveland St,49.6%,46.8%,32.4%,50.8%,48.4%,49.3%
245,Bowling Green,49.6%,50.0%,51.3%,49.5%,49.6%,50.3%
246,Siena,49.5%,49.2%,57.9%,52.0%,47.3%,46.1%
247,Georgia Tech,49.5%,42.7%,33.3%,51.4%,46.7%,48.6%
248,Morgan St,49.5%,46.6%,41.9%,52.2%,47.9%,49.3%
249,The Citadel,49.5%,44.0%,47.2%,51.0%,47.9%,51.3%
250,SE Louisiana,49.5%,40.7%,46.4%,51.6%,48.5%,46.6%
251,Vermont,49.5%,56.3%,35.7%,52.3%,47.1%,52.9%
252,Wyoming,49.5%,53.3%,57.5%,51.5%,47.7%,49.0%
253,N Arizona,49.4%,50.0%,45.9%,51.5%,48.1%,50.7%
254,Stonehill,49.4%,50.0%,46.2%,53.6%,46.4%,47.9%
255,W Michigan,49.3%,52.9%,55.9%,50.0%,48.7%,48.4%
256,E Carolina,49.3%,41.9%,46.3%,50.5%,48.1%,48.0%
257,Merrimack,49.3%,46.2%,44.8%,48.4%,49.9%,52.2%
258,Hou Christian,49.3%,44.0%,38.5%,52.2%,47.1%,47.9%
259,Texas St,49.3%,48.2%,38.8%,48.5%,49.8%,47.0%
260,Jacksonville St,49.2%,50.0%,53.3%,48.0%,49.9%,48.2%
261,Duquesne,49.2%,55.3%,56.0%,47.6%,50.8%,49.4%
262,Missouri St,49.1%,40.2%,38.5%,51.5%,47.3%,51.2%
263,San Jose St,49.1%,53.3%,41.2%,50.4%,48.0%,51.5%
264,Lehigh,49.1%,61.9%,55.3%,52.1%,47.1%,50.2%
265,Fordham,49.1%,47.7%,47.1%,49.8%,48.4%,46.3%
266,Sacramento St,49.1%,49.5%,53.3%,48.4%,49.6%,48.7%
267,Houston,49.0%,46.9%,44.7%,50.6%,47.5%,49.2%
268,Tenn Tech,49.0%,47.1%,36.4%,52.6%,46.7%,49.2%
269,Pepperdine,48.9%,55.0%,44.7%,48.0%,49.8%,49.5%
270,E Tennessee St,48.9%,50.0%,48.1%,52.3%,46.1%,47.1%
271,UC Riverside,48.9%,56.3%,62.5%,51.9%,46.9%,44.6%
272,LIU,48.8%,49.2%,47.1%,50.8%,47.6%,46.3%
273,App State,48.8%,37.6%,37.9%,50.8%,47.4%,53.9%
274,SF Austin,48.8%,42.2%,40.0%,47.0%,50.2%,49.2%
275,UCF,48.6%,52.0%,48.6%,49.2%,48.1%,47.5%
276,Cal Baptist,48.6%,40.0%,40.0%,50.8%,46.5%,45.6%
277,Murray St,48.6%,40.8%,41.9%,48.7%,48.6%,51.3%
278,Prairie View,48.6%,52.6%,53.3%,50.7%,47.7%,45.6%
279,Oral Roberts,48.5%,48.8%,51.9%,53.9%,45.4%,49.1%
280,UT Martin,48.5%,49.5%,60.7%,51.0%,47.3%,48.2%
281,Canisius,48.4%,41.6%,38.7%,49.0%,48.0%,49.7%
282,Bethune,48.4%,38.4%,32.1%,56.2%,45.3%,47.0%
283,W Georgia,48.4%,46.5%,46.8%,50.1%,47.3%,--
284,NC State,48.3%,43.0%,41.4%,51.9%,43.3%,50.2%
285,Idaho St,48.3%,50.0%,39.5%,52.7%,45.6%,52.6%
286,Temple,48.2%,47.2%,46.9%,51.6%,45.9%,44.9%
287,California,48.2%,53.0%,65.7%,49.8%,46.6%,48.0%
288,Hofstra,48.1%,43.1%,35.0%,49.5%,47.4%,55.5%
289,Rider,48.1%,53.3%,52.2%,50.3%,46.8%,46.6%
290,W Kentucky,48.0%,44.6%,47.8%,48.8%,47.1%,51.8%
291,NC Greensboro,48.0%,49.5%,44.7%,51.0%,46.2%,49.2%
292,Texas A&M,48.0%,42.4%,31.7%,52.0%,43.8%,46.8%
293,Utah Tech,47.9%,43.3%,33.3%,46.0%,49.1%,50.2%
294,Oklahoma St,47.9%,43.6%,44.9%,48.3%,47.5%,52.2%
295,Abl Christian,47.8%,43.0%,50.0%,47.5%,48.1%,45.7%
296,SIU Edward,47.8%,48.2%,48.8%,48.7%,47.2%,46.2%
297,Rice,47.8%,47.0%,52.4%,49.5%,46.4%,50.9%
298,TCU,47.8%,38.3%,40.9%,50.0%,45.3%,50.8%
299,E Kentucky,47.7%,47.9%,40.5%,48.1%,47.5%,48.8%
300,UTEP,47.7%,41.4%,38.9%,49.7%,46.3%,48.8%
301,Coastal Car,47.7%,43.9%,46.4%,47.3%,47.8%,50.0%
302,Delaware St,47.6%,48.1%,55.3%,47.8%,47.6%,46.0%
303,Lindenwood,47.6%,44.4%,41.5%,51.0%,45.6%,43.2%
304,Kansas City,47.5%,43.8%,30.6%,49.6%,46.2%,48.9%
305,Boston College,47.5%,48.7%,64.3%,48.4%,46.4%,51.4%
306,Iona,47.5%,50.4%,37.1%,44.9%,49.4%,48.2%
307,Southern,47.4%,44.4%,36.5%,50.3%,46.2%,49.9%
308,Florida Intl,47.4%,38.9%,37.5%,47.6%,47.2%,49.9%
309,Valparaiso,47.3%,42.9%,34.3%,49.2%,45.7%,45.1%
310,Jacksonville,47.3%,51.3%,38.9%,48.4%,46.5%,47.7%
311,S Utah,47.2%,40.9%,55.9%,47.6%,47.0%,50.8%
312,Little Rock,47.2%,42.9%,42.5%,48.8%,46.0%,53.0%
313,Austin Peay,47.1%,54.0%,45.7%,48.8%,46.3%,48.8%
314,Jackson St,47.1%,49.0%,40.5%,52.3%,45.3%,46.2%
315,Sam Houston,47.0%,57.6%,58.1%,48.2%,46.4%,46.5%
316,Long Beach St,47.0%,47.0%,53.6%,46.6%,47.2%,49.3%
317,Grambling,46.9%,43.0%,45.5%,46.4%,47.2%,46.9%
318,Hampton,46.9%,51.3%,43.6%,46.6%,47.0%,46.9%
319,Navy,46.8%,47.6%,43.2%,47.0%,46.7%,43.8%
320,New Hampshire,46.8%,43.5%,41.4%,48.9%,45.6%,48.1%
321,Towson,46.7%,50.8%,46.2%,48.4%,45.7%,46.4%
322,W Illinois,46.7%,54.4%,57.9%,47.0%,46.4%,46.0%
323,UMass,46.6%,40.0%,40.0%,49.9%,43.6%,52.5%
324,NW State,46.5%,41.1%,46.7%,52.9%,42.5%,48.0%
325,San Diego,46.3%,45.1%,40.6%,48.0%,44.6%,47.4%
326,NC A&T,46.3%,37.9%,37.9%,47.4%,45.6%,44.4%
327,Seattle,46.3%,46.4%,41.0%,49.4%,44.1%,50.2%
328,W Carolina,46.3%,46.7%,51.6%,49.9%,43.9%,49.8%
329,Texas So,46.2%,55.4%,57.1%,46.2%,46.2%,47.1%
330,IU Indy,46.2%,49.6%,50.0%,45.1%,46.9%,49.5%
331,UTSA,46.1%,45.9%,37.2%,48.7%,44.5%,46.9%
332,New Mexico St,46.1%,44.5%,46.3%,44.4%,47.1%,47.0%
333,CS Fullerton,46.1%,42.7%,35.3%,49.1%,43.6%,47.7%
334,New Orleans,46.0%,46.4%,42.1%,46.7%,45.5%,45.5%
335,Mercyhurst,45.8%,46.2%,60.7%,47.1%,45.2%,--
336,Fairfield,45.8%,52.3%,39.5%,46.6%,45.2%,50.4%
337,Stony Brook,45.7%,45.7%,52.6%,47.2%,44.7%,48.6%
338,Fresno St,45.6%,44.5%,42.4%,44.4%,46.6%,52.6%
339,Nicholls,45.6%,38.4%,27.3%,48.3%,43.9%,48.9%
340,Alabama St,45.6%,43.1%,51.2%,50.5%,43.4%,40.4%
341,Morehead St,45.5%,42.4%,30.2%,46.9%,44.6%,55.0%
342,Alcorn St,45.4%,52.0%,44.2%,51.2%,43.3%,48.0%
343,S Indiana,45.4%,41.5%,41.9%,46.7%,44.3%,44.5%
344,N Illinois,45.3%,44.0%,44.1%,41.9%,47.7%,50.2%
345,CS Bakersfield,45.3%,45.4%,46.3%,49.7%,42.2%,46.6%
346,UC Davis,45.1%,42.2%,58.8%,42.4%,46.7%,50.8%
347,NJIT,45.0%,47.5%,53.1%,44.6%,45.4%,44.7%
348,Tarleton St,45.0%,46.4%,52.9%,48.0%,43.2%,50.0%
349,Old Dominion,45.0%,40.4%,40.0%,45.2%,44.8%,47.5%
350,Louisiana,45.0%,45.5%,47.2%,44.1%,45.9%,51.7%
351,Maryland ES,44.7%,42.7%,41.2%,46.5%,44.0%,43.3%
352,La Salle,44.5%,40.2%,33.3%,46.6%,42.7%,47.6%
353,Alabama A&M,44.3%,35.6%,19.2%,47.2%,41.8%,46.9%
354,Lamar,44.3%,44.3%,35.7%,42.9%,45.1%,50.2%
355,Coppin St,44.2%,47.9%,48.9%,45.5%,43.6%,41.9%
356,Monmouth,44.2%,43.4%,45.2%,50.9%,41.3%,47.8%
357,Detroit Mercy,43.9%,50.4%,50.0%,47.4%,41.8%,50.4%
358,Seton Hall,43.9%,42.0%,47.4%,43.9%,43.8%,50.4%
359,Chicago St,43.4%,44.0%,36.8%,45.6%,42.4%,46.9%
360,UL Monroe,43.1%,42.6%,48.6%,44.9%,41.4%,45.6%
361,E Illinois,42.6%,42.6%,42.2%,44.1%,41.7%,43.6%
362,Saint Peter's,42.4%,39.5%,38.5%,39.7%,44.5%,42.3%
363,Miss Valley St,41.6%,43.1%,37.1%,45.2%,40.1%,41.9%
364,Wagner,41.5%,45.7%,51.5%,43.1%,40.6%,43.1%
