Rank,Team,2024,Last 3,Last 1,Home,Away,2023
62,Bellarmine,53.7%,55.7%,51.9%,55.0%,52.5%,49.0%
63,Memphis,53.6%,47.2%,51.5%,54.7%,52.8%,52.8%
64,Clemson,53.6%,44.1%,42.8%,55.7%,51.3%,53.9%
65,Furman,53.6%,64.2%,59.8%,51.6%,55.0%,52.1%
66,S Dakota St,53.6%,44.1%,33.6%,58.9%,50.3%,55.2%
67,Wisconsin,53.6%,47.5%,27.2%,54.4%,52.7%,52.2%
68,Ohio St,53.5%,51.9%,46.6%,57.4%,49.0%,51.0%
69,Omaha,53.5%,58.3%,57.0%,54.2%,53.1%,49.5%
70,Howard,53.5%,46.4%,49.2%,59.3%,50.4%,51.7%
71,Ohio,53.4%,52.5%,50.0%,57.0%,50.5%,52.2%
72,Louisville,53.4%,50.3%,44.5%,51.1%,55.5%,48.4%
73,Winthrop,53.3%,56.7%,47.7%,57.3%,50.8%,51.9%
74,Wofford,53.3%,60.8%,68.8%,54.1%,52.9%,53.3%
75,McNeese,53.3%,57.4%,44.8%,52.1%,54.2%,54.2%
76,Florida Atlantic,53.2%,48.3%,42.8%,53.4%,53.1%,54.7%
77,N Florida,53.2%,54.8%,55.3%,55.1%,52.0%,53.6%
78,Kansas,53.1%,53.6%,53.1%,56.7%,49.4%,53.5%
79,Holy Cross,53.1%,56.8%,58.6%,55.1%,52.0%,50.1%
80,Butler,53.0%,49.7%,42.7%,53.9%,52.1%,51.9%
81,San Francisco,53.0%,50.0%,54.0%,56.3%,50.3%,55.1%
82,UCLA,53.0%,53.2%,39.0%,55.3%,50.1%,46.6%
83,Arizona,52.9%,55.4%,48.2%,56.0%,50.1%,54.5%
84,Rhode Island,52.8%,50.8%,40.0%,54.1%,51.4%,51.5%
85,Tennessee,52.8%,52.0%,53.1%,54.7%,50.7%,51.1%
86,Montana St,52.8%,53.5%,27.3%,56.8%,50.2%,54.2%
87,Texas A&M-CC,52.8%,59.3%,52.0%,56.2%,50.2%,46.3%
88,Arkansas,52.7%,55.7%,52.7%,53.7%,51.7%,50.5%
89,Houston,52.7%,52.4%,50.0%,55.1%,50.2%,50.3%
90,DePaul,52.7%,59.0%,54.3%,53.5%,51.5%,48.1%
91,Virginia,52.7%,49.4%,44.0%,52.2%,53.2%,48.6%
92,Columbia,52.6%,50.3%,51.6%,54.2%,50.7%,52.5%
93,Dayton,52.6%,49.5%,43.0%,53.1%,52.1%,56.3%
94,Loyola Chi,52.6%,46.5%,33.1%,55.5%,49.7%,51.5%
95,Texas,52.5%,49.7%,50.0%,55.5%,49.3%,53.0%
96,Georgia,52.5%,52.7%,52.4%,56.8%,46.9%,49.7%
97,Louisiana Tech,52.5%,46.8%,44.9%,51.8%,53.0%,50.6%
98,Norfolk St,52.4%,48.7%,44.8%,55.1%,51.2%,49.6%
99,E Michigan,52.4%,54.4%,50.7%,54.1%,51.1%,47.9%
100,Charleston,52.4%,54.3%,49.1%,55.9%,49.6%,52.2%
101,Davidson,52.4%,52.4%,52.3%,53.0%,51.7%,48.9%
102,VCU,52.4%,49.1%,48.9%,53.9%,51.0%,51.8%
103,Queens,52.3%,48.9%,45.8%,54.6%,50.9%,49.8%
104,Illinois,52.3%,54.3%,41.3%,52.5%,52.1%,53.6%
105,Oregon,52.2%,54.0%,50.9%,53.1%,51.5%,51.9%
106,NC Wilmington,52.2%,48.5%,46.4%,52.9%,51.6%,51.1%
107,Pittsburgh,52.2%,49.1%,39.7%,57.5%,46.3%,51.6%
108,C Connecticut,52.2%,51.5%,33.0%,53.1%,51.4%,50.2%
109,Drexel,52.2%,57.4%,59.5%,51.3%,52.8%,50.6%
110,Providence,52.1%,51.3%,42.9%,55.2%,49.3%,51.5%
111,Tulane,52.1%,57.1%,52.5%,54.5%,49.7%,54.1%
112,Saint Joseph's,52.1%,41.7%,39.4%,54.4%,49.8%,53.0%
113,Boise St,52.1%,47.1%,46.9%,55.5%,49.4%,51.0%
114,Marquette,52.1%,51.5%,44.1%,52.3%,51.7%,55.0%
115,Niagara,52.0%,57.7%,64.4%,54.7%,50.3%,52.0%
116,NC Asheville,52.0%,57.7%,44.2%,54.5%,50.6%,52.1%
117,Miami,51.9%,49.5%,51.6%,54.8%,48.7%,52.7%
118,Gardner-Webb,51.9%,47.1%,46.2%,53.7%,51.0%,49.0%
119,CS Northridge,51.8%,49.5%,49.1%,52.2%,51.6%,48.9%
120,American,51.8%,58.1%,62.5%,53.6%,50.2%,52.5%
121,Idaho,51.8%,44.6%,35.5%,51.2%,52.1%,50.2%
122,Mississippi St,51.7%,52.2%,40.9%,56.2%,48.2%,51.4%
123,N Alabama,51.7%,51.7%,37.3%,55.0%,48.7%,49.8%
124,Utah,51.7%,43.9%,42.6%,54.9%,47.2%,54.3%
125,Notre Dame,51.7%,46.6%,37.1%,53.1%,50.4%,47.6%
126,UT Arlington,51.7%,48.6%,57.3%,51.1%,52.0%,52.1%
127,UT Rio Grande,51.7%,54.8%,59.2%,50.5%,52.6%,45.1%
128,Vanderbilt,51.7%,45.4%,44.0%,53.0%,50.0%,45.4%
129,UC Irvine,51.6%,56.2%,42.1%,50.6%,52.2%,51.8%
130,N Texas,51.6%,43.1%,35.5%,55.4%,48.5%,50.8%
131,Maine,51.6%,46.2%,39.5%,55.6%,49.5%,47.7%
132,St Francis PA,51.6%,47.2%,35.8%,54.3%,50.0%,47.2%
133,Binghamton,51.6%,46.3%,50.0%,53.0%,50.8%,49.4%
134,Nebraska,51.6%,50.3%,39.7%,50.5%,52.8%,53.1%
135,S Illinois,51.6%,53.2%,47.8%,52.1%,51.1%,52.5%
136,Baylor,51.5%,47.2%,48.3%,53.6%,49.7%,55.7%
137,Le Moyne,51.5%,55.0%,52.8%,49.6%,52.8%,50.1%
138,George Mason,51.5%,54.7%,42.0%,53.4%,49.6%,52.0%
139,Princeton,51.5%,57.4%,47.4%,53.5%,50.1%,54.6%
140,Arizona St,51.4%,46.9%,44.2%,52.3%,50.8%,47.3%
141,Milwaukee,51.4%,52.0%,56.5%,53.6%,49.6%,51.0%
142,Tennessee St,51.3%,52.2%,50.0%,52.5%,50.6%,48.8%
143,SE Missouri St,51.3%,43.8%,30.8%,55.0%,48.9%,45.1%
143,Robert Morris,51.3%,54.4%,55.6%,52.5%,50.2%,50.2%
145,Ball St,51.3%,43.4%,41.0%,52.4%,50.4%,50.8%
146,Longwood,51.3%,47.4%,40.2%,52.1%,50.7%,49.1%
147,Grand Canyon,51.3%,55.8%,57.4%,52.4%,50.1%,51.4%
148,Virginia Tech,51.2%,45.7%,44.0%,53.0%,49.1%,53.8%
149,Presbyterian,51.2%,51.2%,49.3%,53.9%,49.8%,51.2%
150,Canisius,51.2%,42.7%,44.3%,52.3%,50.3%,49.6%
151,Michigan St,51.2%,50.6%,46.6%,52.7%,49.7%,51.6%
152,Radford,51.1%,53.2%,63.3%,55.9%,48.6%,50.8%
153,Incarnate Word,51.1%,44.0%,44.0%,53.0%,49.8%,48.2%
154,Brown,51.1%,41.1%,41.5%,53.0%,49.1%,49.7%
155,Indiana,51.1%,42.0%,39.1%,53.1%,48.7%,52.1%
156,Lehigh,51.1%,58.2%,59.4%,54.1%,49.3%,49.5%
157,LSU,51.1%,43.9%,43.8%,54.1%,47.4%,52.2%
158,Mississippi,51.1%,44.5%,41.5%,51.6%,50.6%,51.1%
159,Illinois Chicago,51.1%,43.6%,34.2%,49.9%,52.0%,50.6%
160,Northeastern,51.1%,49.7%,50.0%,50.4%,51.5%,51.2%
161,Stonehill,51.1%,49.4%,44.0%,55.0%,48.3%,46.7%
162,Syracuse,51.0%,50.0%,39.6%,50.4%,51.8%,51.3%
163,Mt St Mary's,51.0%,48.3%,53.8%,52.6%,50.0%,53.2%
164,Sam Houston,51.0%,56.0%,42.0%,53.5%,49.8%,48.6%
165,Bryant,51.0%,53.8%,54.0%,52.8%,49.7%,50.7%
166,Sacred Heart,51.0%,49.7%,35.7%,50.6%,51.2%,51.4%
167,E Washington,50.9%,48.4%,43.4%,54.0%,49.0%,57.2%
168,Missouri St,50.9%,46.8%,38.8%,53.8%,48.8%,49.7%
169,Green Bay,50.9%,47.0%,44.2%,50.8%,51.0%,52.4%
170,Saint Mary's,50.9%,46.4%,38.5%,51.0%,50.8%,52.8%
171,Cincinnati,50.9%,46.4%,40.5%,52.2%,49.5%,50.3%
172,S Alabama,50.8%,48.8%,44.1%,51.5%,50.1%,50.9%
173,Utah Valley,50.8%,52.9%,54.3%,55.8%,48.5%,47.1%
174,S Carolina St,50.8%,51.1%,45.2%,54.3%,49.3%,45.7%
175,Middle Tenn,50.8%,52.5%,55.7%,51.3%,50.4%,46.0%
176,New Mexico,50.8%,47.0%,44.4%,51.1%,50.5%,50.5%
177,Texas St,50.7%,49.1%,40.3%,52.0%,49.9%,47.1%
178,Manhattan,50.7%,49.2%,37.5%,51.3%,50.3%,47.2%
179,Florida St,50.7%,46.1%,42.3%,52.7%,48.8%,50.3%
180,UAB,50.7%,47.4%,39.9%,51.1%,50.3%,50.0%
181,Tenn Tech,50.7%,50.6%,53.7%,52.3%,49.6%,49.0%
182,NC Greensboro,50.7%,50.0%,38.5%,53.6%,48.9%,53.2%
183,J Madison,50.7%,46.0%,37.9%,50.5%,50.7%,53.9%
184,Florida A&M,50.6%,51.4%,49.2%,55.6%,48.1%,47.5%
185,San Diego St,50.6%,51.9%,45.7%,52.0%,49.4%,49.9%
186,Georgia So,50.6%,52.9%,47.6%,52.5%,49.3%,50.8%
187,G Washington,50.6%,56.5%,51.0%,52.8%,48.4%,51.5%
188,Washington,50.6%,45.9%,45.1%,51.9%,48.9%,53.5%
189,Kansas St,50.6%,45.4%,39.5%,50.9%,50.4%,50.2%
190,Hawai'i,50.6%,50.6%,49.1%,51.2%,49.7%,52.6%
191,Harvard,50.6%,48.8%,45.2%,52.8%,49.0%,50.2%
192,Colorado,50.6%,48.1%,44.7%,52.5%,48.4%,55.4%
193,Rutgers,50.6%,47.5%,46.8%,50.6%,50.6%,43.5%
194,San Jose St,50.6%,51.8%,41.1%,51.0%,50.2%,51.4%
195,Toledo,50.5%,54.3%,53.4%,51.5%,49.9%,53.1%
196,Portland St,50.5%,45.7%,45.1%,50.1%,50.7%,46.8%
197,Georgetown,50.4%,50.3%,45.7%,50.8%,49.9%,48.6%
198,Stanford,50.4%,51.2%,56.3%,53.8%,46.5%,54.3%
199,IU Indy,50.4%,56.1%,65.5%,48.1%,52.0%,46.5%
200,Georgia St,50.4%,56.1%,51.8%,52.9%,48.4%,48.5%
201,Georgia Tech,50.4%,44.3%,52.5%,53.5%,45.9%,48.7%
202,Denver,50.3%,49.4%,50.0%,53.1%,48.8%,51.8%
203,Wyoming,50.3%,46.0%,44.1%,52.4%,48.5%,50.9%
204,Dartmouth,50.3%,46.5%,44.7%,52.6%,48.6%,47.7%
205,N Arizona,50.3%,53.8%,44.4%,54.7%,47.7%,49.3%
206,Stetson,50.3%,54.3%,55.9%,51.7%,49.4%,52.8%
207,AR-Pine Bluff,50.3%,57.6%,51.8%,50.2%,50.3%,51.5%
208,E Tennessee St,50.2%,52.5%,48.0%,51.9%,48.8%,46.9%
209,Lafayette,50.2%,53.1%,61.3%,49.5%,50.9%,46.9%
210,St Bonaventure,50.2%,44.2%,40.0%,52.9%,48.3%,52.3%
211,Loyola Mymt,50.2%,55.0%,48.3%,51.4%,49.0%,51.6%
212,Elon,50.2%,54.0%,55.8%,49.6%,50.5%,50.6%
213,Boston U,50.2%,52.8%,56.5%,54.5%,45.9%,47.8%
214,Weber St,50.2%,50.3%,32.7%,51.6%,49.3%,53.0%
215,Loyola MD,50.1%,53.8%,50.0%,49.7%,50.5%,47.2%
216,Portland,50.1%,55.0%,55.8%,49.8%,50.5%,50.5%
217,Oakland,50.1%,56.8%,53.7%,52.0%,49.1%,51.9%
218,W Illinois,50.1%,57.3%,61.7%,49.2%,50.8%,46.5%
219,NC Central,50.1%,52.6%,50.0%,53.1%,48.6%,49.8%
220,Air Force,50.1%,47.0%,44.7%,50.9%,49.3%,53.8%
221,Troy,50.1%,51.5%,50.8%,54.8%,46.8%,50.1%
222,South Dakota,50.1%,45.7%,42.4%,52.8%,48.1%,51.9%
223,Jacksonville,50.1%,49.7%,42.2%,51.3%,49.3%,48.7%
224,West Virginia,50.0%,50.0%,47.1%,52.1%,47.7%,49.5%
225,Duquesne,50.0%,51.4%,50.0%,49.8%,50.2%,50.0%
226,Campbell,50.0%,46.5%,45.0%,49.8%,50.1%,52.0%
227,Oral Roberts,50.0%,45.9%,45.7%,53.6%,47.8%,51.1%
228,Marshall,49.9%,44.7%,43.7%,52.6%,47.5%,46.8%
229,Temple,49.9%,49.7%,43.6%,53.7%,47.4%,46.0%
230,Marist,49.9%,39.4%,34.3%,50.3%,49.5%,50.8%
231,Minnesota,49.9%,44.4%,44.3%,50.8%,48.4%,54.1%
232,Bowling Green,49.9%,50.6%,45.8%,50.2%,49.5%,48.1%
233,N Kentucky,49.8%,54.3%,42.2%,52.2%,47.4%,50.6%
234,C Michigan,49.8%,48.8%,46.4%,50.6%,49.2%,46.8%
235,SC Upstate,49.8%,44.1%,41.1%,51.8%,48.5%,49.6%
236,Northwestern,49.8%,45.2%,41.7%,50.3%,49.1%,52.6%
237,Youngstown St,49.8%,45.6%,51.6%,52.0%,48.2%,50.4%
238,S Florida,49.7%,41.4%,40.2%,49.0%,50.4%,51.8%
239,UNLV,49.7%,42.3%,26.4%,49.8%,49.6%,51.7%
240,E Kentucky,49.7%,48.6%,44.8%,51.6%,48.7%,50.6%
241,App State,49.7%,42.9%,41.3%,52.7%,47.5%,52.7%
242,Army,49.7%,37.3%,37.9%,53.0%,46.7%,47.1%
243,UTSA,49.7%,50.3%,44.4%,51.0%,48.8%,48.3%
244,St John's,49.7%,51.7%,57.7%,50.4%,48.8%,50.9%
245,North Dakota,49.7%,53.1%,54.4%,52.6%,47.7%,50.2%
246,Pepperdine,49.6%,53.6%,43.8%,49.4%,49.8%,50.8%
247,Jacksonville St,49.6%,49.7%,49.1%,49.0%,49.9%,48.2%
248,Little Rock,49.5%,47.6%,38.5%,50.3%,49.0%,52.6%
249,UC Riverside,49.5%,51.1%,52.3%,52.7%,47.3%,46.3%
250,Tulsa,49.5%,50.0%,42.0%,52.0%,47.1%,50.2%
251,Coastal Car,49.4%,46.7%,40.7%,50.9%,48.5%,49.4%
252,Penn,49.4%,52.3%,54.5%,51.7%,47.2%,51.9%
253,Siena,49.4%,44.5%,52.5%,51.3%,47.9%,44.7%
254,UCF,49.4%,55.0%,55.9%,49.1%,49.7%,47.8%
255,Merrimack,49.4%,49.7%,41.5%,49.2%,49.5%,49.8%
256,Wake Forest,49.4%,40.2%,35.5%,51.0%,47.7%,54.2%
257,Murray St,49.3%,45.3%,39.3%,49.2%,49.4%,50.0%
258,Kennesaw St,49.3%,54.3%,55.6%,50.2%,48.7%,51.5%
259,Cleveland St,49.3%,47.8%,50.0%,47.7%,50.9%,49.4%
260,UTEP,49.3%,43.5%,42.2%,49.9%,48.8%,48.1%
261,Albany,49.3%,47.9%,50.8%,48.4%,49.9%,50.3%
262,Arkansas St,49.3%,47.0%,49.2%,50.2%,48.5%,51.5%
263,Long Beach St,49.2%,48.7%,50.0%,49.5%,49.0%,48.4%
264,SE Louisiana,49.2%,41.4%,41.7%,51.7%,47.9%,48.4%
265,E Texas A&M,49.2%,48.6%,47.3%,51.4%,47.4%,46.0%
266,F Dickinson,49.1%,48.2%,43.9%,51.1%,47.9%,47.1%
267,Hou Christian,49.1%,44.0%,42.7%,52.2%,46.7%,46.9%
268,Vermont,49.0%,52.0%,29.6%,51.7%,46.9%,51.6%
269,Morgan St,49.0%,47.0%,36.8%,52.1%,47.2%,47.4%
270,SIU Edward,48.9%,50.3%,47.2%,49.8%,48.4%,47.1%
271,Mercer,48.9%,45.3%,45.7%,49.8%,48.5%,50.1%
272,Boston College,48.9%,45.7%,48.1%,48.8%,49.1%,52.5%
273,South Carolina,48.9%,44.9%,45.8%,51.0%,46.1%,50.9%
274,Hofstra,48.9%,50.3%,45.1%,50.0%,48.2%,55.4%
275,Buffalo,48.8%,55.4%,43.4%,47.6%,49.8%,47.3%
276,Delaware St,48.8%,50.3%,54.5%,49.5%,48.4%,46.1%
277,Evansville,48.8%,46.4%,37.8%,52.9%,44.8%,50.1%
278,Utah Tech,48.8%,45.7%,36.1%,50.0%,48.0%,50.3%
279,NW State,48.7%,52.8%,49.1%,51.3%,47.0%,47.7%
280,Wichita St,48.7%,46.7%,50.9%,48.4%,49.1%,49.8%
281,Charleston So,48.7%,44.7%,46.4%,49.0%,48.6%,45.2%
282,Austin Peay,48.7%,51.9%,45.5%,53.0%,46.4%,50.4%
283,Kent St,48.7%,49.4%,41.4%,52.9%,45.7%,50.7%
284,Fordham,48.7%,48.9%,53.4%,49.9%,47.5%,46.7%
285,Mercyhurst,48.6%,55.6%,74.5%,51.5%,47.0%,--
286,Rice,48.6%,39.8%,42.7%,49.5%,47.8%,50.5%
287,VMI,48.5%,54.1%,52.3%,47.2%,49.2%,46.0%
288,Kansas City,48.4%,46.5%,40.2%,52.7%,46.0%,49.4%
289,E Carolina,48.4%,42.2%,51.5%,48.4%,48.5%,47.6%
290,Quinnipiac,48.4%,48.6%,48.3%,51.4%,46.4%,50.3%
291,Richmond,48.4%,46.7%,51.9%,50.1%,46.9%,52.7%
292,Charlotte,48.3%,49.0%,42.0%,48.5%,48.2%,50.8%
293,NC State,48.3%,46.3%,44.7%,49.7%,46.4%,50.7%
294,Cal Baptist,48.3%,44.0%,45.7%,50.5%,46.1%,46.9%
295,Oklahoma St,48.3%,48.9%,51.8%,49.8%,46.9%,51.3%
296,CS Bakersfield,48.2%,45.4%,45.9%,50.7%,46.4%,47.0%
297,Bethune,48.2%,41.5%,27.2%,52.2%,46.5%,47.3%
298,Prairie View,48.2%,48.6%,49.1%,52.0%,46.6%,45.6%
299,Pacific,48.1%,48.5%,54.0%,49.0%,47.5%,46.4%
300,Nicholls,48.1%,40.7%,39.5%,48.4%,47.9%,51.4%
301,Sacramento St,48.0%,46.7%,52.0%,47.4%,48.5%,48.7%
302,Navy,48.0%,47.8%,38.6%,48.6%,47.7%,44.0%
303,Towson,47.9%,53.9%,46.0%,49.0%,47.3%,47.3%
304,Southern Miss,47.9%,41.8%,42.9%,50.2%,46.3%,48.3%
305,S Indiana,47.9%,48.4%,46.9%,48.8%,47.0%,45.6%
306,W Kentucky,47.9%,43.1%,36.7%,50.8%,44.3%,51.7%
307,California,47.8%,48.5%,57.5%,49.7%,45.9%,49.2%
308,Idaho St,47.8%,44.2%,37.1%,52.6%,44.7%,51.1%
309,Valparaiso,47.7%,47.8%,44.3%,49.5%,46.2%,46.2%
310,Jackson St,47.7%,54.6%,41.7%,53.5%,45.6%,47.0%
311,Stony Brook,47.7%,52.7%,57.5%,49.8%,46.2%,50.3%
312,Rider,47.7%,51.1%,48.3%,47.7%,47.7%,47.7%
313,LIU,47.7%,48.4%,48.2%,49.9%,46.2%,46.4%
314,UT Martin,47.6%,49.1%,58.2%,46.8%,48.0%,50.5%
315,Iona,47.5%,48.3%,35.3%,45.7%,48.9%,50.0%
316,Hampton,47.5%,48.3%,41.0%,49.8%,46.1%,46.7%
317,Texas A&M,47.5%,46.3%,43.1%,48.9%,46.1%,45.7%
318,Texas So,47.5%,60.1%,61.4%,46.4%,48.0%,46.9%
319,C Arkansas,47.4%,48.2%,47.4%,48.7%,46.6%,47.5%
320,Grambling,47.3%,45.3%,40.9%,45.0%,48.4%,48.1%
321,Lamar,47.2%,40.8%,34.6%,45.4%,48.4%,50.9%
322,Southern,47.2%,42.7%,34.1%,49.7%,46.2%,49.4%
323,Monmouth,47.2%,47.2%,48.6%,54.3%,44.1%,49.4%
324,W Georgia,47.2%,45.4%,43.8%,47.9%,46.8%,--
325,New Hampshire,47.1%,41.6%,43.6%,48.0%,46.7%,47.9%
326,N Illinois,47.1%,50.3%,50.0%,48.6%,46.1%,49.8%
327,Alabama St,47.1%,44.8%,40.8%,50.5%,45.6%,41.0%
328,W Michigan,47.0%,48.3%,47.6%,46.1%,47.7%,48.7%
329,The Citadel,46.9%,40.5%,41.5%,48.3%,45.4%,50.6%
330,TCU,46.8%,39.5%,43.2%,49.5%,43.7%,51.5%
331,S Utah,46.8%,37.5%,50.0%,46.4%,47.1%,48.4%
332,Abl Christian,46.7%,41.3%,38.6%,46.3%,46.9%,47.1%
333,SF Austin,46.7%,41.8%,40.4%,48.1%,45.4%,49.4%
334,Seattle,46.5%,45.5%,40.0%,51.4%,43.4%,50.7%
335,Fairfield,46.3%,47.0%,38.2%,47.1%,45.8%,52.0%
336,UC Davis,46.3%,46.6%,56.5%,46.5%,46.1%,50.2%
337,New Mexico St,46.2%,46.9%,48.4%,45.9%,46.3%,46.9%
338,Florida Intl,46.1%,39.1%,45.3%,48.2%,44.6%,49.7%
339,Alcorn St,46.1%,50.0%,41.9%,49.0%,45.0%,48.9%
340,Fresno St,46.1%,44.3%,49.1%,45.9%,46.3%,51.5%
341,La Salle,46.1%,50.9%,50.8%,46.1%,46.0%,49.2%
342,Morehead St,45.9%,43.1%,43.1%,46.6%,45.5%,54.1%
343,Tarleton St,45.9%,44.6%,44.3%,47.9%,44.7%,50.0%
344,New Orleans,45.9%,43.1%,40.0%,46.3%,45.6%,45.5%
345,NC A&T,45.8%,39.9%,36.3%,46.2%,45.6%,43.9%
346,Louisiana,45.7%,44.4%,37.0%,44.6%,46.9%,50.7%
347,San Diego,45.7%,51.3%,50.8%,47.3%,43.9%,49.0%
348,Maryland ES,45.7%,52.2%,51.7%,47.9%,44.7%,43.0%
349,Detroit Mercy,45.6%,51.4%,50.9%,48.2%,43.9%,47.3%
350,W Carolina,45.4%,46.6%,46.7%,48.5%,43.4%,51.7%
351,NJIT,45.3%,46.2%,54.0%,43.5%,46.6%,44.6%
352,UMass,45.1%,38.9%,44.0%,47.7%,42.7%,50.6%
353,Alabama A&M,45.1%,43.5%,45.1%,46.4%,43.9%,45.9%
354,UL Monroe,45.0%,47.2%,52.9%,45.7%,44.4%,44.8%
355,Lindenwood,45.0%,40.9%,40.8%,48.8%,42.9%,43.3%
356,Seton Hall,44.7%,42.4%,48.1%,43.6%,45.9%,50.4%
357,Saint Peter's,44.7%,40.1%,45.2%,41.6%,46.9%,44.6%
358,Chicago St,44.4%,48.8%,43.4%,46.2%,43.6%,46.1%
359,CS Fullerton,44.2%,43.3%,42.5%,47.4%,41.7%,48.0%
360,E Illinois,44.1%,47.8%,45.7%,45.1%,43.5%,44.8%
361,Old Dominion,44.1%,40.8%,35.4%,43.4%,44.6%,47.6%
362,Coppin St,44.0%,48.8%,49.1%,45.3%,43.3%,42.1%
363,Wagner,43.7%,38.7%,37.7%,44.7%,43.1%,45.1%
364,Miss Valley St,42.1%,50.0%,50.0%,47.5%,39.6%,42.5%
